num,imdb_id,number_of _posters,total_box_office,with_adjusted_box_office,total_label
2962,tt0091223,38,575048,718407,0
2963,tt0445922,15,29367143,36762236,1
2964,tt1172963,6,7069672,7181325,0
2965,tt0425112,48,81742618,88917510,4
2967,tt0104835,1,565193,940585,0
2968,tt0343168,4,564632,837170,0
2969,tt0374277,4,599758,850659,0
2970,tt4154756,145,40686409,47517306,2
2971,tt0245115,2,563373,877418,0
2972,tt0256103,7,561954,886595,0
2973,tt0827517,4,1162184,1300497,0
2974,tt1152397,3,554434,663098,0
2975,tt0362004,6,553368,774362,0
2976,tt1153111,3,552984,690842,0
2977,tt0450450,4,552546,720390,0
2978,tt1124388,3,659483,788741,0
2979,tt0800069,16,37466538,43786405,1
2980,tt0499554,9,21851362,28030881,1
2981,tt0364517,17,8387030,8630894,0
2982,tt0049833,39,1051907,1341351,0
2983,tt0364343,11,106223,108018,0
2984,tt1092095,1,4104160,4305613,0
2985,tt0160513,3,544538,908320,0
2987,tt0452623,31,34352162,40518943,1
2988,tt0352343,8,15458405,15699149,0
2989,tt0483756,6,544772,679287,0
2990,tt0490204,17,20081987,26054879,1
2991,tt0408961,5,537667,752395,0
2992,tt0285879,3,536906,798680,0
2993,tt0212826,5,1282593,1596314,0
2994,tt0234137,3,536287,892479,0
2995,tt0211934,2,535021,944711,0
2996,tt0473308,14,22217183,28018613,1
2997,tt0955306,2,532878,665718,0
2998,tt0920473,7,2735499,2840404,0
2999,tt0351817,9,529212,764414,0
3000,tt0057345,25,544809,1049052,0
3001,tt0250809,1,525029,831734,0
3002,tt0113774,4,524963,1025908,0
3003,tt1149405,2,522751,650629,0
3004,tt0853096,5,519086,710864,0
3005,tt0791304,14,20819601,26555819,1
3006,tt0473488,17,2127394,2318082,0
3007,tt0326306,2,515678,789001,0
3008,tt0321781,3,520196,771065,0
3009,tt0119392,1,510977,998567,0
3010,tt0416508,25,39380876,45050575,1
3011,tt0252480,12,507443,783431,0
3012,tt0758758,27,56822960,62328077,2
3013,tt0964185,9,518522,620150,0
3014,tt0119746,3,505828,988512,0
3015,tt0248169,1,505675,751605,0
3016,tt0309372,5,504600,750619,0
3017,tt0133363,9,504223,890326,0
3018,tt0212815,3,512451,812135,0
3019,tt0841046,18,20606053,26114155,1
3020,tt0120366,5,500649,978385,0
3021,tt0168794,3,497091,827249,0
3023,tt0498353,30,33606409,38936155,1
3024,tt0116308,5,501533,975990,0
3025,tt0275719,4,490475,777304,0
3026,tt0765443,38,56077088,61296389,2
3027,tt0455760,24,20614661,25649671,1
3028,tt0487195,6,488393,610148,0
3029,tt1182908,1,5945182,6066644,0
3030,tt0842929,8,486021,607179,0
3032,tt0986213,1,4905590,5052647,0
3033,tt0141986,1,483917,925525,0
3035,tt0155722,4,657791,886694,0
3036,tt0215850,2,481066,800581,0
3037,tt0414055,25,74870866,79817975,3
3038,tt0128133,3,479828,847252,0
3039,tt1105733,2,10903927,11023525,0
3040,tt0118762,1,479504,937069,0
3041,tt0120087,4,479099,936271,0
3042,tt0363472,2,479076,670400,0
3043,tt4383594,55,44223197,44951981,2
3044,tt1104083,9,481586,575973,0
3045,tt0149151,4,477903,843853,0
3046,tt0134033,7,476432,841251,0
3047,tt0303830,4,475940,707984,0
3048,tt1060249,1,5342289,5460730,0
3049,tt0419887,17,74180745,78469888,3
3050,tt0174330,6,474745,790060,0
3051,tt0168856,14,473477,704324,0
3052,tt0048021,24,471430,767724,0
3053,tt1130988,9,2309944,2426124,0
3054,tt0180793,2,469974,782121,0
3055,tt0427392,32,40147042,44726265,2
3056,tt0181618,2,467313,777699,0
3057,tt0189142,3,467247,777582,0
3058,tt1029137,2,466309,582557,0
3059,tt0116783,5,465417,909540,0
3060,tt0457303,1,464991,636780,0
3061,tt0891527,18,63211088,67763922,3
3062,tt0211933,25,32968648,37322317,1
3063,tt0225515,2,463159,817822,0
3064,tt0830199,2,463002,615091,0
3065,tt0826711,6,459364,573883,0
3066,tt0409904,30,38870910,39010365,1
3067,tt0119586,3,458557,809695,0
3068,tt0787475,11,14334401,18568571,0
3069,tt0995752,1,7512447,7626465,0
3070,tt0224578,3,456387,723278,0
3072,tt0403217,6,1920616,2102210,0
3073,tt0433416,5,20288774,24423362,1
3074,tt0095953,42,453517,700180,0
3075,tt5859238,4,1074093,1074093,0
3076,tt0159696,2,452654,799272,0
3077,tt0462244,14,18209872,22230463,0
3078,tt0991346,6,11532795,11644918,0
3079,tt0196708,8,449482,668624,0
3080,tt0313443,21,55489826,75519696,2
3081,tt0253840,2,446942,690026,0
3082,tt0475998,8,13248444,16484720,0
3083,tt0274407,1,5773130,5966148,0
3084,tt0327920,1,445521,686662,0
3085,tt0312841,5,444931,679047,0
3086,tt0478166,1,446631,610926,0
3087,tt0770772,15,13205411,17020806,0
3088,tt0765447,9,12885574,16654448,0
3089,tt0232083,4,443238,686178,0
3090,tt0412796,3,442936,577489,0
3091,tt0273108,3,875108,1051885,0
3092,tt0815244,10,13636339,17249000,0
3093,tt0138563,4,441808,844992,0
3094,tt1233334,5,769552,867551,0
3095,tt0377800,7,4633357,4796209,0
3096,tt0446784,3,727160,889469,0
3098,tt0347048,12,14060854,14234737,0
3099,tt0405094,31,81197047,84625083,4
3100,tt5610554,7,433264,657169,0
3101,tt0419843,15,14140402,17498054,0
3102,tt0429068,2,432253,591948,0
3103,tt0392908,1,431513,590935,0
3104,tt0469263,14,11141213,14483883,0
3105,tt0119743,2,428287,756243,0
3106,tt0200087,2,427973,755687,0
3107,tt0123221,4,427957,755660,0
3108,tt1135092,12,616577,700201,0
3109,tt0151150,2,426318,709473,0
3110,tt0954008,4,426855,532782,0
3111,tt0489682,6,425045,582081,0
3112,tt0372873,12,79915361,83250154,3
3113,tt0280490,9,422688,628770,0
3114,tt0363780,12,421307,503881,0
3115,tt0870105,1,1485,1929,0
3116,tt0212827,1,419414,664686,0
3117,tt0079915,4,418843,586118,0
3118,tt0450188,26,88611837,91728296,4
3119,tt0479537,18,418296,545358,0
3120,tt0120408,9,418192,794643,0
3121,tt0154443,8,417517,694825,0
3122,tt0249380,14,414995,680473,0
3123,tt0804522,19,26939925,29897524,1
3124,tt0390123,1,413708,582108,0
3125,tt0335563,11,1060512,1577572,0
3127,tt0162023,6,411678,640135,0
3128,tt0254199,7,411034,634583,0
3129,tt0804461,19,16907831,19804136,0
3130,tt0907657,17,23324057,26193508,1
3131,tt0901485,9,7909658,8011783,0
3132,tt0439707,1,409604,573183,0
3133,tt0120357,4,408097,797523,0
3134,tt1185437,2,407447,509021,0
3135,tt0803057,13,406252,507532,0
3136,tt0250415,2,406235,676051,0
3137,tt0462200,22,10951153,13805724,0
3138,tt0418038,3,449487,629884,0
3139,tt0317842,3,606858,787221,0
3140,tt0126344,1,405297,775160,0
3143,tt0076263,2,404508,527382,0
3144,tt0192766,1,403069,563756,0
3145,tt0829459,15,19153568,21941281,0
3146,tt0039383,4,401540,767976,0
3147,tt0462229,9,8135024,10606272,0
3148,tt0056210,2,398614,519704,0
3149,tt0282771,1,398610,615405,0
3150,tt0338097,11,3356253,3533221,0
3151,tt0403893,1,396803,573156,0
3152,tt0482463,6,12405473,14840700,0
3153,tt0832903,3,395623,515802,0
3154,tt1334537,5,862691,942529,0
3155,tt0376717,4,692000,866213,0
3156,tt0368711,1,391950,566142,0
3157,tt0415965,16,9352089,11630523,0
3158,tt0462338,9,7164995,9341564,0
3159,tt0119062,10,386673,755651,0
3160,tt0412922,10,385373,539276,0
3161,tt0386342,9,917,917,0
3162,tt0963208,3,384955,480918,0
3164,tt0265713,2,384098,592998,0
3165,tt0464141,32,79250193,81084978,3
3166,tt0470705,17,8302995,10431479,0
3167,tt0168515,1,380927,633928,0
3168,tt0423310,2,380505,523130,0
3169,tt0478134,30,24489150,26547397,1
3170,tt0432264,4,378921,494023,0
3171,tt0138487,5,378667,667323,0
3172,tt0775529,16,10642023,12400428,0
3173,tt0126651,2,378562,629999,0
3174,tt0401383,12,22754472,24327291,1
3175,tt0123385,2,377512,722013,0
3176,tt0414387,27,126549607,141737425,6
3177,tt0311320,3,376886,560634,0
3178,tt0391225,1,376552,543905,0
3179,tt0293342,2,376000,595886,0
3180,tt0805564,12,11277119,13075895,0
3181,tt0348505,3,547807,697732,0
3182,tt0248912,4,470952,725203,0
3183,tt0387032,1,374360,553314,0
3184,tt0119453,2,373830,714972,0
3185,tt0462396,25,25357771,27159806,1
3186,tt2237324,3,405409,790885,0
3187,tt0053228,4,372229,553709,0
3188,tt0787523,14,400755,493528,0
3189,tt0151582,6,370668,654505,0
3190,tt0396857,8,442951,579882,0
3191,tt0250478,15,370562,587266,0
3192,tt0125659,17,370720,654595,0
3193,tt0190798,8,367939,612319,0
3194,tt0339147,8,367027,530145,0
3195,tt0338216,12,6521829,8270163,0
3196,tt0250774,1,365318,607951,0
3197,tt0367790,3,365248,527580,0
3198,tt0384533,7,1465134,1627409,0
3199,tt0228242,4,3331,5274,0
3200,tt0299981,14,1956822,2214525,0
3201,tt0265212,1,359237,567209,0
3202,tt0319531,6,489009,648474,0
3203,tt0375735,5,358262,517067,0
3204,tt0031829,1,357422,594819,0
3205,tt0785077,2,5694308,7424119,0
3206,tt0444781,1,355962,498122,0
3207,tt0886539,1,356019,425797,0
3208,tt0462504,24,7037886,8705756,0
3209,tt0484740,15,31077418,32480142,1
3210,tt2008006,12,65261291,66657903,3
3211,tt0976060,9,1134059,1202859,0
3212,tt0323872,5,2406347,2561595,0
3213,tt0808417,12,25397460,26522292,1
3214,tt0118843,18,348660,615638,0
3215,tt0206187,2,348507,552310,0
3216,tt0967945,7,347977,416172,0
3217,tt0204709,6,347808,578816,0
3218,tt0389557,47,27238354,28574531,1
3219,tt0151691,4,346696,612176,0
3220,tt0385002,22,4333271,4471382,0
3221,tt0330217,1,345649,514169,0
3222,tt0336264,2,344974,498292,0
3223,tt0260332,3,344235,545537,0
3224,tt0301976,10,343816,496615,0
3225,tt0157183,3,343229,593455,0
3226,tt0372763,1,352964,518644,0
3227,tt0119577,4,343023,652819,0
3228,tt0857265,22,2212891,2316792,0
3229,tt0384929,3,342297,478550,0
3230,tt6490394,2,341221,426281,0
3231,tt0113223,2,340556,665529,0
3232,tt0415908,3,340091,475912,0
3233,tt0120490,6,429756,828397,0
3234,tt0220627,6,33410,51578,0
3235,tt0449389,1,336772,471266,0
3236,tt1043749,2,336569,420469,0
3237,tt0368794,14,12397613,13578568,0
3238,tt1191138,3,4950879,5034613,0
3239,tt0268040,1,368780,517990,0
3240,tt0464160,2,334618,458241,0
3241,tt0436231,3,453337,576904,0
3242,tt0164212,16,334245,556086,0
3243,tt0443680,33,15313631,16499487,0
3244,tt0040522,50,361712,637112,0
3245,tt3106846,9,4804,5274,0
3246,tt0488906,5,332491,455326,0
3247,tt0119802,3,332388,635713,0
3248,tt0374345,10,332015,464610,0
3249,tt0119038,19,4065116,7177964,0
3250,tt0382383,5,331166,478343,0
3251,tt0211286,1,330418,537007,0
3252,tt0276276,1,330067,490991,0
3253,tt0775076,3,329972,451882,0
3254,tt0239234,6,329845,509236,0
3255,tt0288330,4,329723,476262,0
3256,tt1458169,36,32719421,32719421,1
3257,tt0127349,3,327418,544883,0
3258,tt0468094,6,1078635,1199398,0
3259,tt0409184,14,23654241,23774717,1
3260,tt0242795,6,325838,516385,0
3261,tt0364385,16,3005548,3150283,0
3262,tt0397044,19,6551310,7622609,0
3263,tt0167926,5,324006,572107,0
3264,tt0444608,1,323860,444921,0
3265,tt0244504,5,323403,512528,0
3266,tt0420304,1,2043726,2172621,0
3267,tt0482629,8,3438735,4483350,0
3268,tt0469623,18,8120148,9118762,0
3269,tt0416185,13,3260555,4224258,0
3270,tt0322023,3,320092,476155,0
3271,tt0365938,2,319355,446894,0
3272,tt0256359,2,319125,474710,0
3273,tt0760310,1,319088,436974,0
3274,tt6683070,1,12918574,12981010,0
3275,tt0118015,3,316872,606040,0
3276,tt0120522,3,316431,526602,0
3277,tt0328589,15,57490024,78736458,2
3278,tt0441007,4,3922043,4820113,0
3279,tt0128239,6,314505,555333,0
3280,tt0381006,1,314000,453550,0
3281,tt0796375,9,3858964,4596182,0
3282,tt1092005,4,313102,391155,0
3283,tt0214730,4,313039,520951,0
3284,tt0912583,5,318584,411313,0
3285,tt0330843,2,312660,469113,0
3286,tt0120265,12,322827,607432,0
3287,tt0342150,5,311431,449837,0
3288,tt0119815,2,310724,594280,0
3289,tt0154591,1,310330,547959,0
3290,tt1706700,1,309941,455129,0
3291,tt1151309,7,308693,385622,0
3292,tt0406977,3,308566,445701,0
3294,tt0870090,10,2606553,2683106,0
3295,tt0493459,4,341768,455132,0
3296,tt0460989,17,25670174,26225823,1
3297,tt0315431,3,306533,399649,0
3298,tt0326835,8,1368936,1491227,0
3299,tt0120510,4,305704,584683,0
3300,tt0265591,4,305690,471948,0
3301,tt0381505,8,305688,427770,0
3302,tt1740047,5,3455221,3721575,0
3303,tt0348656,3,305205,454008,0
3304,tt0313670,9,304676,453218,0
3305,tt0912593,2,1433319,1868729,0
3306,tt0119665,2,303909,536621,0
3307,tt0376196,9,1237615,1613568,0
3308,tt0464913,14,23726439,23802058,1
3309,tt0382561,1,302990,437646,0
3310,tt0758738,1,302845,394841,0
3311,tt0220580,14,302675,454896,0
3312,tt0770214,3,302458,412333,0
3313,tt0245238,21,302365,479186,0
3314,tt0261066,1,302325,468333,0
3315,tt0371939,3,1629473,1750179,0
3316,tt0795434,2,6831069,7197732,0
3317,tt0118044,4,301888,589957,0
3318,tt0181830,1,301754,502176,0
3319,tt0284067,1,301388,477635,0
3320,tt0263725,4,301175,464978,0
3321,tt1670269,2,301175,464978,0
3322,tt0164312,2,300680,501863,0
3323,tt0757933,2,300454,411454,0
3324,tt0315426,2,300000,446266,0
3325,tt0159373,1,299351,498176,0
3326,tt0382621,4,299261,418773,0
3327,tt0133189,7,299200,528306,0
3328,tt0273607,1,298971,461578,0
3329,tt0925248,10,2175587,2520176,0
3330,tt0825236,12,14253760,14518164,0
3331,tt0371583,1,296181,439503,0
3332,tt0366287,4,295466,413463,0
3333,tt0962774,2,1802232,1861464,0
3334,tt0116631,1,68485,68485,0
3336,tt0486028,5,1420418,1726885,0
3337,tt0168172,4,292152,515865,0
3338,tt0243655,6,292102,462924,0
3339,tt0338357,3,291789,436929,0
3340,tt0162711,4,291022,484308,0
3341,tt0120303,7,291000,568680,0
3342,tt0479974,1,290379,375969,0
3343,tt0407536,6,316527,423750,0
3344,tt0373704,2,289885,447549,0
3345,tt0344273,2,289592,405247,0
3346,tt1186369,7,5138795,5205193,0
3347,tt0119717,2,287752,550345,0
3348,tt6293042,4,287198,343488,0
3349,tt5655222,8,4112369,4112369,0
3350,tt0272736,2,285000,440005,0
3351,tt0376177,4,284961,390240,0
3352,tt0216707,1,284856,502984,0
3353,tt0182295,6,284291,473114,0
3354,tt0127296,2,284119,501674,0
3355,tt0327919,2,284002,410225,0
3356,tt0120257,4,283081,541411,0
3357,tt0116102,1,281764,550632,0
3358,tt0118586,4,281175,549484,0
3360,tt0221074,1,279225,390733,0
3361,tt0781435,2,278601,348054,0
3363,tt0466399,5,3277991,3362433,0
3364,tt0473700,3,1066555,1390547,0
3365,tt0187712,2,275996,480944,0
3366,tt0784972,9,900926,1174604,0
3367,tt0296915,4,275363,397739,0
3368,tt1198405,4,275093,343668,0
3369,tt0489244,3,275000,376596,0
3370,tt0222012,3,274675,457111,0
3371,tt0455782,21,7729552,7995865,0
3372,tt0770796,3,272791,340797,0
3373,tt0885523,1,272256,354961,0
3374,tt0833553,2,9443864,9708949,0
3375,tt0460766,2,736762,819127,0
3377,tt0346336,8,2689839,2797994,0
3378,tt0209933,2,270419,448966,0
3379,tt0479547,3,269994,337299,0
3380,tt1286800,2,268431,324445,0
3381,tt1234432,3,268143,320695,0
3382,tt0421082,5,8902141,9165511,0
3383,tt0829193,2,267880,335918,0
3384,tt0064609,2,267495,397909,0
3386,tt0796335,3,791154,984276,0
3387,tt0334754,6,270232,396987,0
3388,tt0938341,4,281473,336030,0
3389,tt0473709,4,265550,346215,0
3390,tt0433398,2,635305,828290,0
3391,tt0051378,13,373597,482864,0
3392,tt0120731,16,262933,464269,0
3393,tt0219400,7,261603,403883,0
3394,tt0200071,10,261475,455120,0
3395,tt0159272,4,261360,434946,0
3396,tt1003118,2,259840,328903,0
3397,tt0284262,1,258708,404323,0
3398,tt0138590,7,258464,456376,0
3399,tt0244479,8,258215,400017,0
3400,tt1109499,2,257868,336196,0
3401,tt1286798,1,306140,366137,0
3402,tt0324080,1,257616,383216,0
3403,tt1173745,11,308040,367591,0
3404,tt0230512,2,262564,376921,0
3405,tt0424227,7,1080367,1182928,0
3406,tt0806027,14,5683954,5734261,0
3407,tt0258816,6,50635,50635,0
3408,tt1657510,10,1359910,1493065,0
3409,tt0368222,9,3231251,3396593,0
3410,tt0846040,9,6463286,6527007,0
3411,tt0209463,8,255568,424469,0
3412,tt0398913,26,7755686,7901595,0
3413,tt0283503,7,458232,597429,0
3414,tt0234407,2,254199,402852,0
3415,tt0775566,2,254190,348099,0
3416,tt0408261,1,253531,366209,0
3417,tt0477139,9,473769,609300,0
3418,tt0141974,3,252567,426129,0
3419,tt0437447,4,252325,345210,0
3420,tt0246500,3,252227,389406,0
3421,tt0379307,1,251862,363796,0
3422,tt0477392,3,251775,344789,0
3423,tt0181912,4,251717,387585,0
3424,tt6137622,1,251444,391729,0
3425,tt0382765,5,2862544,2984010,0
3426,tt0273253,1,251058,397873,0
3427,tt1186370,24,4484936,4534052,0
3428,tt0455953,4,249565,344529,0
3429,tt0353818,3,249530,360424,0
3431,tt0229002,2,248379,383468,0
3432,tt0800099,3,1108560,1183522,0
3433,tt0119987,5,247745,473831,0
3434,tt0810928,6,388390,506374,0
3435,tt0352332,2,247142,366380,0
3436,tt0055256,25,246724,308227,0
3437,tt1306972,1,246649,296755,0
3438,tt0405461,2,245845,344026,0
3439,tt0422091,3,245756,354979,0
3440,tt0480025,12,8739576,8839185,0
3442,tt0428856,2,3078324,3168753,0
3443,tt0457572,15,456814,547365,0
3444,tt0113314,1,244337,477491,0
3445,tt0105100,2,244105,341587,0
3446,tt0073486,79,243187,361751,0
3447,tt0120539,5,243094,475060,0
3448,tt0129884,1,242093,427474,0
3449,tt0405336,16,364607,448260,0
3450,tt0473434,2,241772,330993,0
3451,tt0227277,6,241484,380821,0
3452,tt0388182,17,1165102,1246650,0
3453,tt0175550,1,240514,424685,0
3454,tt0460745,9,240476,300423,0
3455,tt0118845,9,240442,467669,0
3456,tt0459293,1,1375194,1448226,0
3457,tt0480251,1,221096,288260,0
3458,tt0481797,11,2061804,2130581,0
3459,tt2173244,2,239134,369196,0
3460,tt0168589,3,239074,410584,0
3461,tt0111212,1,238987,368963,0
3462,tt0423866,27,238507,333756,0
3463,tt0376007,2,254068,349310,0
3464,tt0150230,3,238434,454940,0
3465,tt0160403,3,238431,370380,0
3466,tt1104806,7,237406,376238,0
3467,tt0373981,5,237183,331908,0
3468,tt0256341,2,236823,375314,0
3469,tt6089564,1,236103,364514,0
3470,tt0120254,10,235766,460744,0
3471,tt0091949,32,235087,362944,0
3472,tt0414834,1,235075,339550,0
3473,tt1163752,2,235027,293615,0
3474,tt0399095,14,1513388,1578458,0
3475,tt0446685,2,243743,330467,0
3476,tt0443448,4,2195669,2266896,0
3477,tt0356453,1,200433,261314,0
3478,tt0221073,9,825723,962714,0
3479,tt1037156,3,389584,465938,0
3480,tt1023490,10,6420093,6467162,0
3481,tt0181810,3,233076,387881,0
3482,tt0329767,6,233053,336626,0
3483,tt0284034,9,568063,680863,0
3484,tt0912592,3,231274,300710,0
3485,tt0048980,8,230807,292108,0
3486,tt0398971,2,231609,324104,0
3487,tt0391229,2,194568,253672,0
3488,tt6253214,2,11423,11423,0
3489,tt0419815,1,163069,209611,0
3490,tt0300453,1,229150,353777,0
3491,tt0120659,1,229128,404574,0
3492,tt0436742,2,139084,181329,0
3493,tt0464196,13,5950002,5991679,0
3494,tt0427089,9,4735229,4819649,0
3495,tt0166090,3,227374,401479,0
3496,tt0373445,5,127188,165819,0
3497,tt0443455,4,227064,296037,0
3498,tt0374089,8,79123,103155,0
3499,tt0117106,1,226427,442490,0
3500,tt0294806,3,225863,315430,0
3501,tt0439130,1,225448,308738,0
3502,tt0216578,5,225390,347973,0
3503,tt0473360,16,4259067,4315174,0
3504,tt0498355,1,225000,293346,0
3505,tt0369637,1,224831,334446,0
3506,tt0493450,4,224614,280546,0
3508,tt0465407,7,72260,94190,0
3509,tt0850253,9,873537,929263,0
3510,tt0127497,1,223426,436624,0
3511,tt0062994,11,223306,353893,0
3512,tt0937237,9,861325,881188,0
3513,tt0379306,9,6075750,6158187,0
3514,tt0870222,2,222555,290162,0
3515,tt0218112,4,221898,369277,0
3516,tt0236008,1,221893,368443,0
3517,tt0494222,7,1323878,1391270,0
3518,tt0413466,7,627077,708940,0
3519,tt0278504,23,113622499,150206254,5
3520,tt0843850,2,53201,69250,0
3521,tt0796212,10,51957,67732,0
3522,tt0232079,3,220524,366990,0
3523,tt0433350,2,220409,287363,0
3524,tt0952682,7,284174,296166,0
3525,tt0303321,1,220077,339694,0
3527,tt0436629,3,237136,323565,0
3528,tt0823451,2,1571158,1637701,0
3529,tt0477095,6,216839,282707,0
3530,tt0171685,3,888817,1025448,0
3531,tt0431979,2,216724,290933,0
3532,tt0340468,5,216158,319440,0
3533,tt1138002,2,216110,269979,0
3534,tt2790236,11,58520,61981,0
3535,tt0119305,5,215553,412261,0
3536,tt0457270,2,2308298,2420615,0
3537,tt0432289,20,214864,280133,0
3538,tt0841119,3,26007,33691,0
3539,tt0293007,6,213954,309043,0
3540,tt0407031,1,213621,298934,0
3541,tt0411475,12,213608,266858,0
3542,tt0457875,2,213143,298261,0
3543,tt0484111,8,22441,29251,0
3544,tt0486751,2,139317,144913,0
3545,tt0120211,3,212267,405973,0
3546,tt0422401,10,240396,293635,0
3547,tt0825346,1,8158,10629,0
3548,tt0419491,3,209654,273334,0
3549,tt0411674,1,2806533,2890243,0
3550,tt0478366,1,209478,286870,0
3551,tt0118662,2,209244,399488,0
3552,tt0304328,4,209151,311124,0
3553,tt0487503,9,3325937,3389324,0
3554,tt0367188,7,208507,291776,0
3555,tt1587426,1,271942,325234,0
3558,tt0887719,10,1537479,1539426,0
3560,tt0770722,9,4874498,4875468,0
3561,tt0446055,1,1217,1579,0
3562,tt0146562,1,205547,339389,0
3563,tt0310203,15,205358,296620,0
3564,tt0110588,4,205265,341596,0
